txid,to_account,TOKEN_ID,current_owner,rank,time
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,40,0x0000000000000000000000000000000000000000,4475,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,41,0x0000000000000000000000000000000000000000,5495,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,42,0x0000000000000000000000000000000000000000,5388,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,43,0x0000000000000000000000000000000000000000,3632,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,44,0x0000000000000000000000000000000000000000,5188,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,45,0x0000000000000000000000000000000000000000,3812,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,46,0x0000000000000000000000000000000000000000,5546,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,47,0x0000000000000000000000000000000000000000,4636,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,48,0x0000000000000000000000000000000000000000,3061,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,49,0x0000000000000000000000000000000000000000,4505,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,50,0x0000000000000000000000000000000000000000,4671,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,51,0x0000000000000000000000000000000000000000,5294,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,52,0x0000000000000000000000000000000000000000,4005,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,53,0x0000000000000000000000000000000000000000,4157,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,54,0x0000000000000000000000000000000000000000,2432,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,55,0x0000000000000000000000000000000000000000,3946,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,56,0x0000000000000000000000000000000000000000,5795,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,57,0x0000000000000000000000000000000000000000,5904,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,58,0x0000000000000000000000000000000000000000,3538,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,59,0x0000000000000000000000000000000000000000,4493,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,60,0x0000000000000000000000000000000000000000,1269,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,61,0x0000000000000000000000000000000000000000,5694,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,62,0x0000000000000000000000000000000000000000,3684,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,63,0x0000000000000000000000000000000000000000,4639,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,64,0x0000000000000000000000000000000000000000,5882,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,65,0x0000000000000000000000000000000000000000,5676,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,66,0x0000000000000000000000000000000000000000,4790,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,67,0x0000000000000000000000000000000000000000,5189,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,68,0x0000000000000000000000000000000000000000,5057,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,69,0x0000000000000000000000000000000000000000,3994,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,70,0x0000000000000000000000000000000000000000,5468,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,71,0x0000000000000000000000000000000000000000,5762,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,72,0x0000000000000000000000000000000000000000,5872,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,73,0x0000000000000000000000000000000000000000,3936,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,74,0x0000000000000000000000000000000000000000,5252,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,75,0x0000000000000000000000000000000000000000,4123,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,76,0x0000000000000000000000000000000000000000,3488,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,77,0x0000000000000000000000000000000000000000,4538,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,78,0x0000000000000000000000000000000000000000,5552,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,79,0x0000000000000000000000000000000000000000,3621,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,80,0x0000000000000000000000000000000000000000,4093,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,81,0x0000000000000000000000000000000000000000,4149,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,82,0x0000000000000000000000000000000000000000,5072,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,83,0x0000000000000000000000000000000000000000,3843,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,84,0x0000000000000000000000000000000000000000,4164,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,85,0x0000000000000000000000000000000000000000,5266,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,86,0x0000000000000000000000000000000000000000,5902,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,87,0x0000000000000000000000000000000000000000,5381,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,88,0x0000000000000000000000000000000000000000,5162,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,89,0x0000000000000000000000000000000000000000,2431,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,90,0x0000000000000000000000000000000000000000,2029,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,91,0x0000000000000000000000000000000000000000,3317,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,92,0x0000000000000000000000000000000000000000,5293,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,93,0x0000000000000000000000000000000000000000,3635,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,94,0x0000000000000000000000000000000000000000,3405,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,95,0x0000000000000000000000000000000000000000,4807,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,96,0x0000000000000000000000000000000000000000,5410,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,97,0x0000000000000000000000000000000000000000,4441,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,98,0x0000000000000000000000000000000000000000,5156,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,99,0x0000000000000000000000000000000000000000,5950,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,100,0x0000000000000000000000000000000000000000,4579,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,101,0x0000000000000000000000000000000000000000,4453,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,102,0x0000000000000000000000000000000000000000,4884,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,103,0x0000000000000000000000000000000000000000,4964,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,104,0x0000000000000000000000000000000000000000,5126,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,105,0x0000000000000000000000000000000000000000,5563,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,106,0x0000000000000000000000000000000000000000,4563,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,107,0x0000000000000000000000000000000000000000,4874,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,108,0x0000000000000000000000000000000000000000,5314,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,109,0x0000000000000000000000000000000000000000,3523,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,110,0x0000000000000000000000000000000000000000,3859,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,111,0x0000000000000000000000000000000000000000,4827,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,112,0x0000000000000000000000000000000000000000,4733,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,113,0x0000000000000000000000000000000000000000,3724,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,114,0x0000000000000000000000000000000000000000,3954,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,115,0x0000000000000000000000000000000000000000,4760,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,116,0x0000000000000000000000000000000000000000,4573,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,117,0x0000000000000000000000000000000000000000,5830,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,118,0x0000000000000000000000000000000000000000,5545,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,119,0x0000000000000000000000000000000000000000,48,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,120,0x0000000000000000000000000000000000000000,4867,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,121,0x0000000000000000000000000000000000000000,4885,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,122,0x0000000000000000000000000000000000000000,3703,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,123,0x0000000000000000000000000000000000000000,5691,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,124,0x0000000000000000000000000000000000000000,3855,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,125,0x0000000000000000000000000000000000000000,3248,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,126,0x0000000000000000000000000000000000000000,5524,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,127,0x0000000000000000000000000000000000000000,4667,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,128,0x0000000000000000000000000000000000000000,3062,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,129,0x0000000000000000000000000000000000000000,4126,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,130,0x0000000000000000000000000000000000000000,5856,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,131,0x0000000000000000000000000000000000000000,4380,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,132,0x0000000000000000000000000000000000000000,3613,2021-08-25T11:43:54
0x3343157906682f1a746f4b57653cec889859888f385d13b104ddfa965764df2e,0x71a3842a7c6b8465bf90ccd62a8a8545cfb43509,133,0x0000000000000000000000000000000000000000,4163,2021-08-25T11:43:54
